timestamp,ax1,ay1,az1,ax2,ay2,az2,temperature,vibration
0.0,0.09934283060224654,0.972347139765763,0.1295377076201385,0.3046059712816051,0.7531693250553329,-0.04682739138983611,25.47376384465222,0
0.010005002501250625,0.18491341297119984,0.9056111894094359,0.11479817157480975,-0.06754236484999797,0.7064589025630896,0.05342138459930027,24.42601592660266,0
0.02001000500250125,-0.28216167738512454,0.8855672484779247,-0.18999489200302777,0.11310697781304044,0.6168149883566533,-0.2724036746159727,25.439694630676467,0
0.030015007503751877,0.048999991338017454,1.0090631674658868,-0.2660951231182813,-0.03355234375677686,0.8186305391646148,-0.21511510418493254,25.1127094055037,0
0.0400200100050025,0.005267862921794514,0.9337680705367661,-0.0952066065868066,0.470772117626232,0.7909860114487505,-0.19143441310392187,25.246763473630956,0
0.05002501250625312,-0.08765665377031495,1.02944876406638,-0.3605230802172141,-0.1404275488005745,0.829513083226168,0.1728220716460749,25.051410484356992,0
0.060030015007503754,0.1643442819795561,0.9220488381364439,-0.2580221899311587,0.0060103090868216524,0.6936879076114838,0.24157021175764457,25.103085486870537,0
0.07003501750875438,-0.13435742966303496,1.040709551811093,-0.033068940769687374,0.03921608106641772,0.9030494641138807,0.24135791675005097,25.27938403573486,0
0.080040020010005,0.08096815719251926,0.9067094113768264,0.11645856199847515,0.39415835489410944,0.6790066616685975,0.0030329052414464694,24.668099507798193,0
0.09004502251125562,0.03988560466648797,1.1227593793811244,0.32770430581239723,0.20889951927003095,0.9689099515002327,0.11749224508811296,24.806464073618464,0
0.10005002501250625,0.3814455780012631,1.2586152532853687,0.05553259263078745,0.5602618966824655,0.236857331175791,0.214538741237267,25.02611412047145,0
0.11005502751375687,0.27909909894271057,0.9591743512119132,-0.32858439273037265,0.22718607766120485,0.8240802710261995,0.350722321100148,24.844518934517907,0
0.12006003001500751,0.2066011719704764,0.8293556360817815,0.25823050782470786,0.3603901359712281,0.6378135950855433,0.16277355405010563,25.02912326480441,0
